iter	Logloss
197	0.3135473382
198	0.312850899
199	0.3118212386
200	0.3111638121
201	0.3105372723
202	0.3097813313
203	0.309152875
204	0.3082837173
205	0.3073524054
206	0.3066186535
207	0.3061024449
208	0.3053138861
209	0.3048548558
210	0.3040969985
211	0.3034257504
212	0.3026001762
213	0.3020573139
214	0.3013233534
215	0.3006602924
216	0.2997580828
217	0.2991552639
218	0.2983348695
219	0.2978432183
220	0.2972125233
221	0.2968565467
222	0.2962164563
223	0.295603857
224	0.2950170115
225	0.2943151061
226	0.2935575724
227	0.2926117871
228	0.2917667361
229	0.290715856
230	0.2902826029
231	0.2893605324
232	0.2888325581
233	0.2884094828
234	0.287660472
235	0.2867404954
236	0.2860678029
237	0.2854119478
238	0.285003692
239	0.2843174568
240	0.2836549712
241	0.2831670685
242	0.2822580584
243	0.2814926868
244	0.2811611273
245	0.2807450952
246	0.2802694813
247	0.279508759
248	0.2787572638
249	0.278004842
250	0.2773119016
251	0.2765613264
252	0.2756682249
253	0.2748953739
254	0.2743020131
255	0.2737869801
256	0.2733077816
257	0.2725520056
258	0.2721365373
259	0.2715858569
260	0.2711642744
261	0.270674349
262	0.2699727534
263	0.2695128021
264	0.2685454801
265	0.2678976495
266	0.2674585298
267	0.2669441416
268	0.2664594451
269	0.2656353778
270	0.2650480127
271	0.2645347201
272	0.2640991162
273	0.2636321744
274	0.2632609225
275	0.2630010733
276	0.2625427716
277	0.2621304599
278	0.2617497884
279	0.2611007734
280	0.2605986795
281	0.2601797181
282	0.25968483
283	0.2591826186
284	0.2587411908
285	0.2581908701
286	0.2577440967
287	0.2571703631
288	0.2566370407
289	0.256053686
290	0.2556962871
291	0.2552765742
292	0.2549318172
293	0.2545297713
294	0.2542487803
295	0.2538446179
296	0.2532699961
297	0.2528332271
298	0.252586497
299	0.2520941527
300	0.2517045178
301	0.251461645
302	0.250824306
303	0.2504271204
304	0.2500503196
305	0.2495260897
306	0.2492029953
307	0.2487567087
308	0.2482906998
309	0.2478267453
310	0.2474629057
311	0.2470867675
312	0.246696278
313	0.24625686
314	0.2457375258
315	0.2453924181
316	0.2449763297
317	0.244503899
318	0.244056016
319	0.2434332029
320	0.2430945404
321	0.2427856823
322	0.2422566112
323	0.2417728733
324	0.2412900245
325	0.2409361727
326	0.240542547
327	0.2401526965
328	0.2396137156
329	0.2390929614
330	0.238422194
331	0.2381039923
332	0.2377969017
333	0.237452291
334	0.2369791095
335	0.2365247224
336	0.2360321417
337	0.2357064762
338	0.2350747232
339	0.2346483271
340	0.234255948
341	0.2337317539
342	0.2335814204
343	0.2331433465
344	0.2327239218
345	0.2323572875
346	0.2319602956
347	0.231666793
348	0.2312235744
349	0.2306745152
350	0.2302082445
351	0.2298835354
352	0.2294209185
353	0.2289555426
354	0.2286175118
355	0.2283512877
356	0.2279478413
357	0.2275005319
358	0.2270305422
359	0.2265850214
360	0.226296668
361	0.2258220231
362	0.2253077496
363	0.2248605993
364	0.2246205808
365	0.2242441384
366	0.2238323785
367	0.2234584819
368	0.2227695104
369	0.2225055447
370	0.2220261024
371	0.2213815896
372	0.221042067
373	0.2209326111
374	0.2205947854
375	0.2202525602
376	0.219723131
377	0.2193869724
378	0.2190622824
379	0.2186410165
380	0.2181675007
381	0.2178591899
382	0.21760134
383	0.2173154997
384	0.216975884
385	0.2164955691
386	0.2161683092
387	0.2158234573
388	0.2155721404
389	0.2151294671
390	0.2148737521
391	0.214450525
392	0.214184584
393	0.2134953191
394	0.2131304711
395	0.2126457432
396	0.2124459276
397	0.2118924833
398	0.2116527394
399	0.211332189
400	0.2110036987
401	0.2106569174
402	0.2105292592
403	0.2101387519
404	0.2097994703
405	0.2094688015
406	0.2093266082
407	0.2089067209
408	0.2085986992
409	0.2081927901
410	0.2078984964
411	0.2075017384
412	0.207409951
413	0.2071878322
414	0.2068303413
415	0.2061937191
416	0.2059563788
417	0.2055690236
418	0.2052131593
419	0.2049262339
420	0.2045671571
421	0.2042209757
422	0.2039144082
423	0.2035079202
424	0.2031391602
425	0.2029451448
426	0.2028568583
427	0.2026708172
428	0.2023956088
429	0.2021164588
430	0.2017345129
431	0.201433584
432	0.2010023523
433	0.2008734486
434	0.2006277332
435	0.2003728716
436	0.1999603366
437	0.1998914913
438	0.1996182669
439	0.1992602589
440	0.1990021777
441	0.1986830244
442	0.198244958
443	0.1979174533
444	0.197718954
445	0.1974235712
446	0.1970148411
447	0.1965519424
448	0.1962493716
449	0.1958198924
450	0.1956196253
451	0.1953536554
452	0.1950665366
453	0.1949143005
454	0.1945465541
455	0.1942668493
456	0.1942254911
457	0.1940740889
458	0.1938534837
459	0.1934700937
460	0.193254126
461	0.192969939
462	0.192695017
463	0.1924066232
464	0.1921239386
465	0.1918729137
466	0.1916786034
467	0.1914060495
468	0.1911857117
469	0.1909533429
470	0.1906607804
471	0.1903081838
472	0.1899295498
473	0.1896691725
474	0.1894022754
475	0.1891797612
476	0.1888868519
477	0.1885834715
478	0.1883213672
479	0.1880120604
480	0.1878529689
481	0.1873470918
482	0.1869910608
483	0.1867053669
484	0.1863139946
485	0.1860533865
486	0.1857078363
487	0.185495647
488	0.1851108632
489	0.1849267193
490	0.1845402078
491	0.1841668864
492	0.1839874146
493	0.1837814676
494	0.1834359272
495	0.183117437
496	0.1829340845
497	0.1826915053
498	0.182341369
499	0.182018761
500	0.1817531064
501	0.1814918783
502	0.1812676758
503	0.1810646391
504	0.1807837183
505	0.180505236
506	0.1802772612
507	0.1799982473
508	0.1796985844
509	0.1793664588
510	0.1791300023
511	0.1788415933
512	0.1785158096
513	0.1782046309
514	0.1779649735
515	0.1777324562
516	0.1772309567
517	0.1768024022
518	0.1764683493
519	0.1761838417
520	0.1759056033
521	0.1756598935
522	0.1755334194
523	0.175305759
524	0.1750575715
525	0.174878813
526	0.174579285
527	0.1742373863
528	0.1739497125
529	0.1735296319
530	0.1733285455
531	0.1731579562
532	0.172921929
533	0.1725759196
534	0.1725120302
535	0.1724562661
536	0.172343442
537	0.1720947732
538	0.1718696062
539	0.1716121422
540	0.1713889427
541	0.1711186967
542	0.1709778891
543	0.1707206167
544	0.1705852722
545	0.1702821359
546	0.1700427063
547	0.1699393874
548	0.1696889773
549	0.1695322229
550	0.1694645735
551	0.1691508875
552	0.1689961767
553	0.1688140802
554	0.1687044304
555	0.168578119
556	0.1683255856
557	0.16810594
558	0.1678794458
559	0.1675632276
560	0.1673418376
561	0.1670273036
562	0.1668482316
563	0.1665796671
564	0.1664520504
565	0.1661911748
566	0.1659897384
567	0.1658311693
568	0.1655605253
569	0.1652880517
570	0.1649832448
571	0.1646001013
572	0.1644850581
573	0.1642203832
574	0.164074402
575	0.1638495978
576	0.1636370563
577	0.1633970525
578	0.1631307544
579	0.1628624824
580	0.1625293359
581	0.1623772406
582	0.16219451
583	0.1619356369
584	0.1617542517
585	0.1614958194
586	0.1612921903
587	0.1610825613
588	0.160856478
589	0.1606793207
590	0.1605349939
591	0.1603269177
592	0.1600434954
593	0.1598639007
594	0.1595890474
595	0.1593824742
596	0.1591511581
597	0.1589011401
598	0.1587182156
599	0.1583819991
600	0.1582020552
601	0.1579401578
602	0.1577280844
603	0.1575058093
604	0.1572902035
605	0.1571965659
606	0.1569735477
607	0.1568002986
608	0.1566307755
609	0.1564042682
610	0.1561912472
611	0.1559927929
612	0.1557194413
613	0.1556073991
614	0.1553592974
615	0.1551988523
616	0.1549338679
617	0.1546867038
618	0.1544915569
619	0.1543840875
620	0.1541055522
621	0.1539311868
622	0.1536760843
623	0.1533393094
624	0.153026591
625	0.1528043533
626	0.1525818708
627	0.152399679
628	0.152054044
629	0.1517478691
630	0.1514441987
631	0.1510909009
632	0.1508974642
633	0.1506581219
634	0.1504909435
635	0.1503015616
636	0.1501125176
637	0.1499802459
638	0.1497692382
639	0.1495869359
640	0.1494327678
641	0.1491594403
642	0.1489482085
643	0.1487113259
644	0.1484585427
645	0.1482319409
646	0.1479992908
647	0.147820052
648	0.147714638
649	0.1474389291
650	0.1472299683
651	0.1470122737
652	0.1467760286
653	0.1465918706
654	0.1463515245
655	0.1461046713
656	0.1457995874
657	0.1455955994
658	0.1455313736
659	0.145394155
660	0.1452305394
661	0.1450112057
662	0.144755674
663	0.1446531325
664	0.1444497112
665	0.1443201666
666	0.1440864127
667	0.1439941268
668	0.1438489722
669	0.1437070254
670	0.1435635476
671	0.1433710897
672	0.1431632056
673	0.1428003551
674	0.142625185
675	0.142275382
676	0.1421639672
677	0.1420396455
678	0.1418836516
679	0.1416842682
680	0.1414805683
681	0.1412490017
682	0.1410733068
683	0.140751298
684	0.140613542
685	0.1405077292
686	0.1403817065
687	0.1401598408
688	0.1399053392
689	0.1397359469
690	0.1395115731
691	0.1393974159
692	0.1392319885
693	0.1390924484
694	0.1389525133
695	0.1387156771
696	0.1386128935
697	0.1383413798
698	0.1380023181
699	0.1378879538
700	0.1376679617
701	0.1374493475
702	0.1373205275
703	0.1372058068
704	0.1370952384
705	0.1368176896
706	0.1366851276
707	0.1364959698
708	0.1362917548
709	0.1361763586
710	0.1360490873
711	0.1359075557
712	0.1357163249
713	0.1355750055
714	0.1353061788
715	0.1351027226
716	0.1349479627
717	0.134690576
718	0.1343594864
719	0.1341650659
720	0.1340038652
721	0.1338523315
722	0.1336548821
723	0.1335814571
724	0.1333986509
725	0.1333033893
726	0.1331470354
727	0.1330040704
728	0.1327944712
729	0.1325709264
730	0.13245888
731	0.132192005
732	0.1319947517
733	0.1318953899
734	0.1316685013
735	0.1316183204
736	0.1314121705
737	0.1312629174
738	0.1311605672
739	0.1309228841
740	0.1307280578
741	0.1306536365
742	0.1304630705
743	0.1302680743
744	0.1301629424
745	0.1300537644
746	0.1298705149
747	0.1297791747
748	0.129535857
749	0.1293826691
750	0.1291670851
751	0.1290261895
752	0.1289162217
753	0.1287711486
754	0.1286462727
755	0.1283931847
756	0.1283001749
757	0.1281197623
758	0.1279703746
759	0.1278189041
760	0.1276583663
761	0.1274644141
762	0.1272976571
763	0.1270537419
764	0.1269558029
765	0.1267903881
766	0.1265295105
767	0.1263900137
768	0.1262183787
769	0.1260576074
770	0.1258956652
771	0.1257085997
772	0.1254890517
773	0.1251960103
774	0.1249644563
775	0.1247714019
776	0.1246360638
777	0.1243973023
778	0.1242616954
779	0.1241662961
780	0.1239491591
781	0.1237866967
782	0.1236109619
783	0.1234057569
784	0.1233236561
785	0.1232056685
786	0.1231509579
787	0.1230385322
788	0.1229066784
789	0.1227960377
790	0.1226563298
791	0.1224686104
792	0.1223337725
793	0.1221243034
794	0.1220242744
795	0.1218594068
796	0.121663046
797	0.1215205754
798	0.121404459
799	0.1212527321
800	0.1211970353
801	0.1210000301
802	0.1208243044
803	0.1207703432
804	0.1206274689
805	0.1204646945
806	0.1203718637
807	0.120212933
808	0.1201510231
809	0.1200929741
810	0.1198761371
811	0.1196835228
812	0.1196018351
813	0.1194418884
814	0.1192521343
815	0.1192096394
816	0.1190299331
817	0.1189508111
818	0.1187854115
819	0.1187170186
820	0.1185472144
821	0.1183798392
822	0.1182912566
823	0.118167448
824	0.1179631458
825	0.1178372021
826	0.1176938096
827	0.1175163209
828	0.1173543647
829	0.1172508364
830	0.1171080062
831	0.1169807293
832	0.1168188068
833	0.1167252152
834	0.1164923871
835	0.1163771109
836	0.1161951361
837	0.1160630306
838	0.1158749795
839	0.1156607334
840	0.1154794106
841	0.1153468237
842	0.1152668193
843	0.1150146561
844	0.1149417321
845	0.1147815114
846	0.1146150468
847	0.1144801396
848	0.1142967032
849	0.1142196639
850	0.1140570316
851	0.1138502418
852	0.1136059769
853	0.1134909543
854	0.1133993599
855	0.1132870911
856	0.113150508
857	0.1130559556
858	0.1129957876
859	0.1129475802
860	0.1128343033
861	0.1127055873
862	0.112545048
863	0.1124924517
864	0.112398292
865	0.1122374224
866	0.1121016445
867	0.1119396832
868	0.1118509722
869	0.1117192204
870	0.1115790107
871	0.1114597164
872	0.1112990615
873	0.111120711
874	0.1110436662
875	0.1108343037
876	0.1107393922
877	0.1106050202
878	0.1104670668
879	0.1103591736
880	0.1102233446
881	0.1101283326
882	0.1099399828
883	0.109824736
884	0.1096857827
885	0.1094701405
886	0.109376089
887	0.1093263335
888	0.109251357
889	0.1091068635
890	0.1090251083
891	0.1088552667
892	0.1086869556
893	0.1085113534
894	0.1084295033
895	0.1082259931
896	0.1080921507
897	0.1080207349
898	0.1078281011
899	0.1077209226
900	0.1075855143
901	0.1075110434
902	0.1073925088
903	0.1073121299
904	0.1071191911
905	0.1069032077
906	0.1066779215
907	0.1065979392
908	0.106456705
909	0.1062685242
910	0.1061336169
911	0.106024612
912	0.1058915352
913	0.1058023839
914	0.1056996577
915	0.1055612227
916	0.1054464631
917	0.1053058139
918	0.1052407745
919	0.1051544565
920	0.1050120477
921	0.1048400753
922	0.1046902213
923	0.104503731
924	0.1043970696
925	0.1043013406
926	0.1041189485
927	0.1039535905
928	0.1038399354
929	0.1036956637
930	0.1036465963
931	0.1035367461
932	0.103400364
933	0.1033190592
934	0.1031878024
935	0.1031099846
936	0.1029944661
937	0.1028705652
938	0.1027872305
939	0.1026830904
940	0.1026308747
941	0.1025302057
942	0.1023677883
943	0.1022287856
944	0.1020908703
945	0.1020464281
946	0.1018903129
947	0.101699064
948	0.1015222914
949	0.101437464
950	0.1013029282
951	0.1012057137
952	0.1010950416
953	0.1009937007
954	0.1009182535
955	0.1007902691
956	0.1007080835
957	0.1006153495
958	0.1004771529
959	0.100318633
960	0.1001918182
961	0.1000578847
962	0.09989765087
963	0.09980405184
964	0.09968468229
965	0.09965302682
966	0.09949991978
967	0.09940640964
968	0.09928991769
969	0.09920650537
970	0.09904343362
971	0.09898045166
972	0.09892834413
973	0.09884370096
974	0.09871610363
975	0.09858690604
976	0.09843325356
977	0.09831808962
978	0.0982351671
979	0.09814316042
980	0.09808157258
981	0.09792652758
982	0.09782062784
983	0.09766408977
984	0.09754681417
985	0.09746799554
986	0.09735920901
987	0.09727213715
988	0.09716160568
989	0.09709585412
990	0.09694840689
991	0.09690952861
992	0.09680968233
993	0.0966518599
994	0.09648397397
995	0.09639801213
996	0.09627144884
997	0.09617255863
998	0.09607190892
999	0.09585134714
